867
[0, 5, 0]
[0, 6, 1]
[0, 9, 2]
[0, 10, 3]
[0, 12, 4]
[0, 19, 5]
[0, 23, 6]
[0, 27, 7]
[0, 35, 8]
[0, 37, 9]
[0, 52, 10]
[0, 57, 11]
[0, 60, 12]
[0, 63, 13]
[1, 1, 14]
[1, 2, 15]
[1, 8, 16]
[1, 13, 17]
[1, 16, 18]
[1, 24, 19]
[1, 29, 20]
[1, 32, 21]
[1, 34, 22]
[1, 36, 23]
[1, 42, 24]
[1, 43, 25]
[1, 48, 26]
[1, 53, 27]
[1, 54, 28]
[1, 59, 29]
[2, 1, 30]
[2, 14, 31]
[2, 16, 32]
[2, 17, 33]
[2, 21, 34]
[2, 25, 35]
[2, 26, 36]
[2, 33, 37]
[2, 38, 38]
[2, 40, 39]
[2, 42, 40]
[2, 43, 41]
[2, 46, 42]
[2, 57, 43]
[3, 3, 44]
[3, 10, 45]
[3, 11, 46]
[3, 18, 47]
[3, 28, 48]
[3, 30, 49]
[3, 41, 50]
[3, 42, 51]
[3, 44, 52]
[3, 45, 53]
[3, 58, 54]
[4, 3, 55]
[4, 4, 56]
[4, 9, 57]
[4, 13, 58]
[4, 18, 59]
[4, 19, 60]
[4, 23, 61]
[4, 27, 62]
[4, 35, 63]
[4, 42, 64]
[4, 52, 65]
[4, 62, 66]
[5, 1, 67]
[5, 5, 68]
[5, 8, 69]
[5, 13, 70]
[5, 20, 71]
[5, 22, 72]
[5, 23, 73]
[5, 33, 74]
[5, 35, 75]
[5, 40, 76]
[5, 41, 77]
[5, 42, 78]
[5, 45, 79]
[5, 48, 80]
[5, 52, 81]
[5, 53, 82]
[5, 54, 83]
[5, 56, 84]
[6, 0, 85]
[6, 3, 86]
[6, 13, 87]
[6, 19, 88]
[6, 32, 89]
[6, 33, 90]
[6, 36, 91]
[6, 48, 92]
[6, 50, 93]
[6, 51, 94]
[6, 57, 95]
[6, 59, 96]
[7, 1, 97]
[7, 3, 98]
[7, 5, 99]
[7, 9, 100]
[7, 10, 101]
[7, 12, 102]
[7, 16, 103]
[7, 17, 104]
[7, 18, 105]
[7, 23, 106]
[7, 28, 107]
[7, 29, 108]
[7, 39, 109]
[7, 40, 110]
[7, 54, 111]
[8, 0, 112]
[8, 7, 113]
[8, 16, 114]
[8, 18, 115]
[8, 19, 116]
[8, 35, 117]
[8, 46, 118]
[8, 55, 119]
[8, 63, 120]
[9, 1, 121]
[9, 3, 122]
[9, 9, 123]
[9, 13, 124]
[9, 18, 125]
[9, 24, 126]
[9, 26, 127]
[9, 31, 128]
[9, 33, 129]
[9, 35, 130]
[9, 36, 131]
[9, 37, 132]
[9, 40, 133]
[9, 41, 134]
[9, 49, 135]
[9, 58, 136]
[10, 14, 137]
[10, 17, 138]
[10, 21, 139]
[10, 30, 140]
[10, 41, 141]
[10, 42, 142]
[10, 43, 143]
[10, 45, 144]
[10, 49, 145]
[10, 51, 146]
[10, 53, 147]
[10, 54, 148]
[10, 62, 149]
[11, 0, 150]
[11, 3, 151]
[11, 4, 152]
[11, 5, 153]
[11, 16, 154]
[11, 27, 155]
[11, 35, 156]
[11, 37, 157]
[11, 38, 158]
[11, 46, 159]
[11, 51, 160]
[11, 54, 161]
[11, 59, 162]
[11, 60, 163]
[12, 3, 164]
[12, 23, 165]
[12, 27, 166]
[12, 33, 167]
[12, 39, 168]
[12, 44, 169]
[12, 52, 170]
[12, 55, 171]
[12, 56, 172]
[12, 57, 173]
[12, 58, 174]
[12, 61, 175]
[12, 62, 176]
[13, 0, 177]
[13, 1, 178]
[13, 3, 179]
[13, 6, 180]
[13, 8, 181]
[13, 11, 182]
[13, 14, 183]
[13, 19, 184]
[13, 20, 185]
[13, 23, 186]
[13, 29, 187]
[13, 32, 188]
[13, 34, 189]
[13, 37, 190]
[13, 52, 191]
[13, 58, 192]
[13, 63, 193]
[14, 1, 194]
[14, 5, 195]
[14, 8, 196]
[14, 19, 197]
[14, 24, 198]
[14, 27, 199]
[14, 28, 200]
[14, 36, 201]
[14, 39, 202]
[14, 46, 203]
[14, 47, 204]
[14, 61, 205]
[15, 2, 206]
[15, 6, 207]
[15, 8, 208]
[15, 13, 209]
[15, 16, 210]
[15, 18, 211]
[15, 21, 212]
[15, 22, 213]
[15, 40, 214]
[15, 48, 215]
[15, 51, 216]
[15, 52, 217]
[15, 53, 218]
[15, 57, 219]
[15, 58, 220]
[15, 59, 221]
[16, 3, 222]
[16, 6, 223]
[16, 7, 224]
[16, 14, 225]
[16, 17, 226]
[16, 20, 227]
[16, 26, 228]
[16, 28, 229]
[16, 37, 230]
[16, 54, 231]
[16, 56, 232]
[16, 61, 233]
[17, 7, 234]
[17, 16, 235]
[17, 25, 236]
[17, 34, 237]
[17, 39, 238]
[17, 42, 239]
[17, 49, 240]
[17, 51, 241]
[17, 53, 242]
[17, 55, 243]
[17, 61, 244]
[18, 9, 245]
[18, 13, 246]
[18, 21, 247]
[18, 22, 248]
[18, 23, 249]
