867
[1, 1, 0]
[1, 2, 1]
[3, 3, 2]
[2, 1, 3]
[5, 1, 4]
[6, 0, 5]
[7, 1, 6]
[7, 3, 7]
[6, 3, 8]
[4, 3, 9]
[4, 4, 10]
[5, 5, 11]
[7, 5, 12]
[0, 5, 13]
[0, 6, 14]
[0, 9, 15]
[1, 8, 16]
[3, 10, 17]
[3, 11, 18]
[0, 10, 19]
[0, 12, 20]
[1, 13, 21]
[2, 14, 22]
[5, 13, 23]
[4, 13, 24]
[6, 13, 25]
[7, 12, 26]
[7, 10, 27]
[4, 9, 28]
[5, 8, 29]
[7, 9, 30]
[9, 9, 31]
[9, 13, 32]
[10, 14, 33]
[13, 14, 34]
[15, 13, 35]
[13, 11, 36]
[13, 8, 37]
[14, 8, 38]
[15, 8, 39]
[15, 6, 40]
[14, 5, 41]
[13, 6, 42]
[8, 7, 43]
[11, 5, 44]
[11, 4, 45]
[11, 3, 46]
[9, 3, 47]
[9, 1, 48]
[8, 0, 49]
[11, 0, 50]
[13, 0, 51]
[13, 1, 52]
[12, 3, 53]
[13, 3, 54]
[15, 2, 55]
[14, 1, 56]
[16, 3, 57]
[16, 6, 58]
[16, 7, 59]
[17, 7, 60]
[21, 5, 61]
[23, 2, 62]
[20, 3, 63]
[24, 1, 64]
[24, 3, 65]
[26, 0, 66]
[27, 0, 67]
[30, 0, 68]
[31, 0, 69]
[31, 1, 70]
[31, 4, 71]
[30, 5, 72]
[29, 6, 73]
[28, 6, 74]
[28, 7, 75]
[27, 7, 76]
[26, 6, 77]
[27, 5, 78]
[24, 5, 79]
[25, 6, 80]
[25, 7, 81]
[24, 10, 82]
[25, 10, 83]
[26, 11, 84]
[27, 9, 85]
[26, 8, 86]
[29, 9, 87]
[31, 9, 88]
[29, 10, 89]
[28, 11, 90]
[28, 13, 91]
[31, 12, 92]
[26, 15, 93]
[24, 12, 94]
[24, 14, 95]
[21, 15, 96]
[21, 14, 97]
[22, 11, 98]
[23, 8, 99]
[21, 9, 100]
[20, 9, 101]
[19, 10, 102]
[18, 9, 103]
[18, 13, 104]
[16, 14, 105]
[16, 17, 106]
[17, 16, 107]
[16, 20, 108]
[18, 22, 109]
[18, 23, 110]
[18, 21, 111]
[21, 22, 112]
[23, 21, 113]
[22, 20, 114]
[21, 16, 115]
[25, 17, 116]
[24, 19, 117]
[26, 16, 118]
[29, 16, 119]
[31, 17, 120]
[30, 18, 121]
[31, 18, 122]
[28, 18, 123]
[28, 19, 124]
[28, 21, 125]
[29, 21, 126]
[29, 20, 127]
[31, 22, 128]
[31, 23, 129]
[26, 20, 130]
[24, 22, 131]
[25, 23, 132]
[24, 23, 133]
[24, 26, 134]
[27, 27, 135]
[29, 25, 136]
[31, 24, 137]
[31, 25, 138]
[30, 25, 139]
[30, 26, 140]
[30, 27, 141]
[31, 31, 142]
[30, 31, 143]
[29, 30, 144]
[28, 30, 145]
[26, 28, 146]
[25, 29, 147]
[24, 28, 148]
[24, 30, 149]
[20, 30, 150]
[21, 30, 151]
[23, 28, 152]
[23, 24, 153]
[21, 25, 154]
[20, 26, 155]
[18, 27, 156]
[19, 26, 157]
[17, 25, 158]
[16, 26, 159]
[16, 28, 160]
[14, 28, 161]
[13, 29, 162]
[10, 30, 163]
[9, 31, 164]
[11, 27, 165]
[9, 26, 166]
[9, 24, 167]
[12, 27, 168]
[14, 27, 169]
[14, 24, 170]
[15, 22, 171]
[13, 23, 172]
[12, 23, 173]
[13, 20, 174]
[15, 21, 175]
[14, 19, 176]
[15, 18, 177]
[15, 16, 178]
[13, 19, 179]
[11, 16, 180]
[10, 17, 181]
[8, 16, 182]
[8, 18, 183]
[9, 18, 184]
[8, 19, 185]
[10, 21, 186]
[7, 23, 187]
[5, 23, 188]
[4, 23, 189]
[5, 22, 190]
[5, 20, 191]
[6, 19, 192]
[7, 18, 193]
[7, 17, 194]
[7, 16, 195]
[4, 18, 196]
[4, 19, 197]
[3, 18, 198]
[2, 16, 199]
[2, 17, 200]
[1, 16, 201]
[0, 19, 202]
[2, 21, 203]
[0, 23, 204]
[1, 24, 205]
[0, 27, 206]
[2, 26, 207]
[2, 25, 208]
[4, 27, 209]
[7, 28, 210]
[7, 29, 211]
[3, 30, 212]
[3, 28, 213]
[1, 29, 214]
[1, 32, 215]
[2, 33, 216]
[1, 34, 217]
[0, 35, 218]
[1, 36, 219]
